"region","zone","ethnic.group","residence","sex","population"
"gambela","agnewak","affar","urban","m",22
"gambela","agnewak","agew-awi","urban","m",5
"gambela","agnewak","agew.hamyra","urban","m",4
"gambela","agnewak","alaba","urban","m",25
"gambela","agnewak","amhara","urban","m",3444
"gambela","agnewak","anyiwak","urban","m",8978
"gambela","agnewak","argoba","urban","m",15
"gambela","agnewak","ari","urban","m",5
"gambela","agnewak","arborie","urban","m",2
"gambela","agnewak","bacha","urban","m",0
"gambela","agnewak","basketo","urban","m",2
"gambela","agnewak","bench","urban","m",13
"gambela","agnewak","berta","urban","m",0
"gambela","agnewak","bodi","urban","m",0
"gambela","agnewak","brayle","urban","m",2
"gambela","agnewak","burji","urban","m",1
"gambela","agnewak","bena","urban","m",0
"gambela","agnewak","chara","urban","m",1
"gambela","agnewak","dasenech","urban","m",0
"gambela","agnewak","dawuro","urban","m",74
"gambela","agnewak","debase-gewada","urban","m",2
"gambela","agnewak","derashe","urban","m",0
"gambela","agnewak","dime","urban","m",4
"gambela","agnewak","dizi","urban","m",8
"gambela","agnewak","donga","urban","m",1
"gambela","agnewak","fedashe","urban","m",3
"gambela","agnewak","gamo","urban","m",2
"gambela","agnewak","gebato","urban","m",0
"gambela","agnewak","gedeo","urban","m",1
"gambela","agnewak","gedicho","urban","m",0
"gambela","agnewak","gidole","urban","m",0
"gambela","agnewak","goffa","urban","m",18
"gambela","agnewak","gumuz","urban","m",1
"gambela","agnewak","guragie","urban","m",881
"gambela","agnewak","guagu","urban","m",0
"gambela","agnewak","hadiya","urban","m",289
"gambela","agnewak","hareri","urban","m",1
"gambela","agnewak","hamer","urban","m",1
"gambela","agnewak","irob","urban","m",0
"gambela","agnewak","kefficho","urban","m",210
"gambela","agnewak","kembata","urban","m",941
"gambela","agnewak","konta","urban","m",1
"gambela","agnewak","komo","urban","m",53
"gambela","agnewak","konso","urban","m",1
"gambela","agnewak","kore","urban","m",1
"gambela","agnewak","koyego","urban","m",0
"gambela","agnewak","kunama","urban","m",1
"gambela","agnewak","karo","urban","m",0
"gambela","agnewak","kusumie","urban","m",0
"gambela","agnewak","malie","urban","m",49
"gambela","agnewak","mao","urban","m",37
"gambela","agnewak","mareko","urban","m",17
"gambela","agnewak","mashola","urban","m",6
"gambela","agnewak","mere","urban","m",2
"gambela","agnewak","me-enite","urban","m",1
"gambela","agnewak","messengo","urban","m",25
"gambela","agnewak","mejenger","urban","m",297
"gambela","agnewak","mossiye","urban","m",3
"gambela","agnewak","mursi","urban","m",1
"gambela","agnewak","murle","urban","m",5
"gambela","agnewak","nao","urban","m",6
"gambela","agnewak","nuwer","urban","m",5870
"gambela","agnewak","nyangatom","urban","m",3
"gambela","agnewak","oromo","urban","m",4206
"gambela","agnewak","oida","urban","m",4
"gambela","agnewak","qebena","urban","m",5
"gambela","agnewak","qechem","urban","m",0
"gambela","agnewak","qewama","urban","m",0
"gambela","agnewak","shekecho","urban","m",29
"gambela","agnewak","sheko","urban","m",8
"gambela","agnewak","shinasha","urban","m",35
"gambela","agnewak","sidama","urban","m",13
"gambela","agnewak","silte","urban","m",53
"gambela","agnewak","somalie","urban","m",7
"gambela","agnewak","surma","urban","m",10
"gambela","agnewak","she","urban","m",0
"gambela","agnewak","tigrie","urban","m",1077
"gambela","agnewak","timebaro","urban","m",52
"gambela","agnewak","tsemay","urban","m",0
"gambela","agnewak","upo","urban","m",23
"gambela","agnewak","welaita","urban","m",551
"gambela","agnewak","werji","urban","m",4
"gambela","agnewak","yem","urban","m",7
"gambela","agnewak","zeyese","urban","m",1
"gambela","agnewak","zelmam","urban","m",1
"gambela","agnewak","other.ethiopian.national","urban","m",12
"gambela","agnewak","from.different.parents","urban","m",63
"gambela","agnewak","eritrean","urban","m",2
"gambela","agnewak","djiboutian","urban","m",0
"gambela","agnewak","somalian","urban","m",0
"gambela","agnewak","kenyan","urban","m",0
"gambela","agnewak","sudanese","urban","m",15
"gambela","agnewak","other.foreigners","urban","m",13
"gambela","nuwer","affar","urban","m",1
"gambela","nuwer","agew-awi","urban","m",2
"gambela","nuwer","agew.hamyra","urban","m",4
"gambela","nuwer","alaba","urban","m",7
"gambela","nuwer","amhara","urban","m",281
"gambela","nuwer","anyiwak","urban","m",106
"gambela","nuwer","argoba","urban","m",0
"gambela","nuwer","ari","urban","m",0
"gambela","nuwer","arborie","urban","m",0
"gambela","nuwer","bacha","urban","m",0
"gambela","nuwer","basketo","urban","m",0
"gambela","nuwer","bench","urban","m",0
"gambela","nuwer","berta","urban","m",0
"gambela","nuwer","bodi","urban","m",0
"gambela","nuwer","brayle","urban","m",0
"gambela","nuwer","burji","urban","m",0
"gambela","nuwer","bena","urban","m",0
"gambela","nuwer","chara","urban","m",0
"gambela","nuwer","dasenech","urban","m",0
"gambela","nuwer","dawuro","urban","m",2
"gambela","nuwer","debase-gewada","urban","m",0
"gambela","nuwer","derashe","urban","m",0
"gambela","nuwer","dime","urban","m",0
"gambela","nuwer","dizi","urban","m",0
"gambela","nuwer","donga","urban","m",0
"gambela","nuwer","fedashe","urban","m",0
"gambela","nuwer","gamo","urban","m",0
"gambela","nuwer","gebato","urban","m",0
"gambela","nuwer","gedeo","urban","m",0
"gambela","nuwer","gedicho","urban","m",0
"gambela","nuwer","gidole","urban","m",0
"gambela","nuwer","goffa","urban","m",0
"gambela","nuwer","gumuz","urban","m",0
"gambela","nuwer","guragie","urban","m",171
"gambela","nuwer","guagu","urban","m",0
"gambela","nuwer","hadiya","urban","m",3
"gambela","nuwer","hareri","urban","m",0
"gambela","nuwer","hamer","urban","m",0
"gambela","nuwer","irob","urban","m",2
"gambela","nuwer","kefficho","urban","m",2
"gambela","nuwer","kembata","urban","m",8
"gambela","nuwer","konta","urban","m",0
"gambela","nuwer","komo","urban","m",0
"gambela","nuwer","konso","urban","m",0
"gambela","nuwer","kore","urban","m",4
"gambela","nuwer","koyego","urban","m",0
"gambela","nuwer","kunama","urban","m",0
"gambela","nuwer","karo","urban","m",0
"gambela","nuwer","kusumie","urban","m",0
"gambela","nuwer","malie","urban","m",0
"gambela","nuwer","mao","urban","m",2
"gambela","nuwer","mareko","urban","m",3
"gambela","nuwer","mashola","urban","m",1
"gambela","nuwer","mere","urban","m",0
"gambela","nuwer","me-enite","urban","m",0
"gambela","nuwer","messengo","urban","m",5
"gambela","nuwer","mejenger","urban","m",0
"gambela","nuwer","mossiye","urban","m",0
"gambela","nuwer","mursi","urban","m",0
"gambela","nuwer","murle","urban","m",2
"gambela","nuwer","nao","urban","m",0
"gambela","nuwer","nuwer","urban","m",5745
"gambela","nuwer","nyangatom","urban","m",1
"gambela","nuwer","oromo","urban","m",156
"gambela","nuwer","oida","urban","m",0
"gambela","nuwer","qebena","urban","m",18
"gambela","nuwer","qechem","urban","m",0
"gambela","nuwer","qewama","urban","m",0
"gambela","nuwer","shekecho","urban","m",0
"gambela","nuwer","sheko","urban","m",0
"gambela","nuwer","shinasha","urban","m",2
"gambela","nuwer","sidama","urban","m",1
"gambela","nuwer","silte","urban","m",28
"gambela","nuwer","somalie","urban","m",0
"gambela","nuwer","surma","urban","m",0
"gambela","nuwer","she","urban","m",0
"gambela","nuwer","tigrie","urban","m",39
"gambela","nuwer","timebaro","urban","m",0
"gambela","nuwer","tsemay","urban","m",0
"gambela","nuwer","upo","urban","m",0
"gambela","nuwer","welaita","urban","m",10
"gambela","nuwer","werji","urban","m",2
"gambela","nuwer","yem","urban","m",2
"gambela","nuwer","zeyese","urban","m",0
"gambela","nuwer","zelmam","urban","m",0
"gambela","nuwer","other.ethiopian.national","urban","m",0
"gambela","nuwer","from.different.parents","urban","m",0
"gambela","nuwer","eritrean","urban","m",0
"gambela","nuwer","djiboutian","urban","m",0
"gambela","nuwer","somalian","urban","m",0
"gambela","nuwer","kenyan","urban","m",0
"gambela","nuwer","sudanese","urban","m",1
"gambela","nuwer","other.foreigners","urban","m",0
"gambela","mezhenger","affar","urban","m",4
"gambela","mezhenger","agew-awi","urban","m",1
"gambela","mezhenger","agew.hamyra","urban","m",1
"gambela","mezhenger","alaba","urban","m",0
"gambela","mezhenger","amhara","urban","m",2074
"gambela","mezhenger","anyiwak","urban","m",31
"gambela","mezhenger","argoba","urban","m",1
"gambela","mezhenger","ari","urban","m",0
"gambela","mezhenger","arborie","urban","m",0
"gambela","mezhenger","bacha","urban","m",0
"gambela","mezhenger","basketo","urban","m",0
"gambela","mezhenger","bench","urban","m",17
"gambela","mezhenger","berta","urban","m",1
"gambela","mezhenger","bodi","urban","m",0
"gambela","mezhenger","brayle","urban","m",0
"gambela","mezhenger","burji","urban","m",0
"gambela","mezhenger","bena","urban","m",0
"gambela","mezhenger","chara","urban","m",0
"gambela","mezhenger","dasenech","urban","m",0
"gambela","mezhenger","dawuro","urban","m",21
"gambela","mezhenger","debase-gewada","urban","m",9
"gambela","mezhenger","derashe","urban","m",0
"gambela","mezhenger","dime","urban","m",0
"gambela","mezhenger","dizi","urban","m",2
"gambela","mezhenger","donga","urban","m",0
"gambela","mezhenger","fedashe","urban","m",0
"gambela","mezhenger","gamo","urban","m",1
"gambela","mezhenger","gebato","urban","m",0
"gambela","mezhenger","gedeo","urban","m",0
"gambela","mezhenger","gedicho","urban","m",0
"gambela","mezhenger","gidole","urban","m",1
"gambela","mezhenger","goffa","urban","m",0
"gambela","mezhenger","gumuz","urban","m",0
"gambela","mezhenger","guragie","urban","m",73
"gambela","mezhenger","guagu","urban","m",0
"gambela","mezhenger","hadiya","urban","m",6
"gambela","mezhenger","hareri","urban","m",0
"gambela","mezhenger","hamer","urban","m",0
"gambela","mezhenger","irob","urban","m",0
"gambela","mezhenger","kefficho","urban","m",392
"gambela","mezhenger","kembata","urban","m",23
"gambela","mezhenger","konta","urban","m",0
"gambela","mezhenger","komo","urban","m",1
"gambela","mezhenger","konso","urban","m",0
"gambela","mezhenger","kore","urban","m",2
"gambela","mezhenger","koyego","urban","m",0
"gambela","mezhenger","kunama","urban","m",0
"gambela","mezhenger","karo","urban","m",0
"gambela","mezhenger","kusumie","urban","m",0
"gambela","mezhenger","malie","urban","m",0
"gambela","mezhenger","mao","urban","m",0
"gambela","mezhenger","mareko","urban","m",0
"gambela","mezhenger","mashola","urban","m",3
"gambela","mezhenger","mere","urban","m",0
"gambela","mezhenger","me-enite","urban","m",10
"gambela","mezhenger","messengo","urban","m",3
"gambela","mezhenger","mejenger","urban","m",162
"gambela","mezhenger","mossiye","urban","m",0
"gambela","mezhenger","mursi","urban","m",0
"gambela","mezhenger","murle","urban","m",10
"gambela","mezhenger","nao","urban","m",3
"gambela","mezhenger","nuwer","urban","m",10
"gambela","mezhenger","nyangatom","urban","m",1
"gambela","mezhenger","oromo","urban","m",612
"gambela","mezhenger","oida","urban","m",0
"gambela","mezhenger","qebena","urban","m",0
"gambela","mezhenger","qechem","urban","m",0
"gambela","mezhenger","qewama","urban","m",0
"gambela","mezhenger","shekecho","urban","m",101
"gambela","mezhenger","sheko","urban","m",19
"gambela","mezhenger","shinasha","urban","m",3
"gambela","mezhenger","sidama","urban","m",3
"gambela","mezhenger","silte","urban","m",24
"gambela","mezhenger","somalie","urban","m",0
"gambela","mezhenger","surma","urban","m",0
"gambela","mezhenger","she","urban","m",0
"gambela","mezhenger","tigrie","urban","m",76
"gambela","mezhenger","timebaro","urban","m",0
"gambela","mezhenger","tsemay","urban","m",0
"gambela","mezhenger","upo","urban","m",0
"gambela","mezhenger","welaita","urban","m",39
"gambela","mezhenger","werji","urban","m",0
"gambela","mezhenger","yem","urban","m",0
"gambela","mezhenger","zeyese","urban","m",0
"gambela","mezhenger","zelmam","urban","m",0
"gambela","mezhenger","other.ethiopian.national","urban","m",1
"gambela","mezhenger","from.different.parents","urban","m",6
"gambela","mezhenger","eritrean","urban","m",0
"gambela","mezhenger","djiboutian","urban","m",0
"gambela","mezhenger","somalian","urban","m",0
"gambela","mezhenger","kenyan","urban","m",0
"gambela","mezhenger","sudanese","urban","m",0
"gambela","mezhenger","other.foreigners","urban","m",0
"gambela","etang","affar","urban","m",0
"gambela","etang","agew-awi","urban","m",1
"gambela","etang","agew.hamyra","urban","m",16
"gambela","etang","alaba","urban","m",5
"gambela","etang","amhara","urban","m",131
"gambela","etang","anyiwak","urban","m",429
"gambela","etang","argoba","urban","m",0
"gambela","etang","ari","urban","m",0
"gambela","etang","arborie","urban","m",0
"gambela","etang","bacha","urban","m",0
"gambela","etang","basketo","urban","m",0
"gambela","etang","bench","urban","m",0
"gambela","etang","berta","urban","m",0
"gambela","etang","bodi","urban","m",0
"gambela","etang","brayle","urban","m",0
"gambela","etang","burji","urban","m",0
"gambela","etang","bena","urban","m",0
"gambela","etang","chara","urban","m",0
"gambela","etang","dasenech","urban","m",0
"gambela","etang","dawuro","urban","m",0
"gambela","etang","debase-gewada","urban","m",0
"gambela","etang","derashe","urban","m",0
"gambela","etang","dime","urban","m",0
"gambela","etang","dizi","urban","m",0
"gambela","etang","donga","urban","m",0
"gambela","etang","fedashe","urban","m",0
"gambela","etang","gamo","urban","m",0
"gambela","etang","gebato","urban","m",0
"gambela","etang","gedeo","urban","m",0
"gambela","etang","gedicho","urban","m",0
"gambela","etang","gidole","urban","m",0
"gambela","etang","goffa","urban","m",0
"gambela","etang","gumuz","urban","m",0
"gambela","etang","guragie","urban","m",30
"gambela","etang","guagu","urban","m",0
"gambela","etang","hadiya","urban","m",0
"gambela","etang","hareri","urban","m",0
"gambela","etang","hamer","urban","m",0
"gambela","etang","irob","urban","m",0
"gambela","etang","kefficho","urban","m",0
"gambela","etang","kembata","urban","m",3
"gambela","etang","konta","urban","m",0
"gambela","etang","komo","urban","m",0
"gambela","etang","konso","urban","m",0
"gambela","etang","kore","urban","m",0
"gambela","etang","koyego","urban","m",0
"gambela","etang","kunama","urban","m",0
"gambela","etang","karo","urban","m",0
"gambela","etang","kusumie","urban","m",0
"gambela","etang","malie","urban","m",0
"gambela","etang","mao","urban","m",0
"gambela","etang","mareko","urban","m",1
"gambela","etang","mashola","urban","m",0
"gambela","etang","mere","urban","m",0
"gambela","etang","me-enite","urban","m",0
"gambela","etang","messengo","urban","m",0
"gambela","etang","mejenger","urban","m",0
"gambela","etang","mossiye","urban","m",0
"gambela","etang","mursi","urban","m",0
"gambela","etang","murle","urban","m",0
"gambela","etang","nao","urban","m",0
"gambela","etang","nuwer","urban","m",2205
"gambela","etang","nyangatom","urban","m",1
"gambela","etang","oromo","urban","m",111
"gambela","etang","oida","urban","m",0
"gambela","etang","qebena","urban","m",0
"gambela","etang","qechem","urban","m",0
"gambela","etang","qewama","urban","m",0
"gambela","etang","shekecho","urban","m",0
"gambela","etang","sheko","urban","m",0
"gambela","etang","shinasha","urban","m",0
"gambela","etang","sidama","urban","m",51
"gambela","etang","silte","urban","m",19
"gambela","etang","somalie","urban","m",0
"gambela","etang","surma","urban","m",0
"gambela","etang","she","urban","m",0
"gambela","etang","tigrie","urban","m",22
"gambela","etang","timebaro","urban","m",0
"gambela","etang","tsemay","urban","m",0
"gambela","etang","upo","urban","m",7
"gambela","etang","welaita","urban","m",14
"gambela","etang","werji","urban","m",0
"gambela","etang","yem","urban","m",0
"gambela","etang","zeyese","urban","m",0
"gambela","etang","zelmam","urban","m",0
"gambela","etang","other.ethiopian.national","urban","m",0
"gambela","etang","from.different.parents","urban","m",3
"gambela","etang","eritrean","urban","m",1
"gambela","etang","djiboutian","urban","m",0
"gambela","etang","somalian","urban","m",0
"gambela","etang","kenyan","urban","m",0
"gambela","etang","sudanese","urban","m",0
"gambela","etang","other.foreigners","urban","m",0
"gambela","agnewak","affar","urban","f",18
"gambela","agnewak","agew-awi","urban","f",2
"gambela","agnewak","agew.hamyra","urban","f",7
"gambela","agnewak","alaba","urban","f",24
"gambela","agnewak","amhara","urban","f",2860
"gambela","agnewak","anyiwak","urban","f",9945
"gambela","agnewak","argoba","urban","f",11
"gambela","agnewak","ari","urban","f",6
"gambela","agnewak","arborie","urban","f",2
"gambela","agnewak","bacha","urban","f",0
"gambela","agnewak","basketo","urban","f",2
"gambela","agnewak","bench","urban","f",3
"gambela","agnewak","berta","urban","f",3
"gambela","agnewak","bodi","urban","f",1
"gambela","agnewak","brayle","urban","f",3
"gambela","agnewak","burji","urban","f",1
"gambela","agnewak","bena","urban","f",0
"gambela","agnewak","chara","urban","f",0
"gambela","agnewak","dasenech","urban","f",0
"gambela","agnewak","dawuro","urban","f",40
"gambela","agnewak","debase-gewada","urban","f",4
"gambela","agnewak","derashe","urban","f",0
"gambela","agnewak","dime","urban","f",0
"gambela","agnewak","dizi","urban","f",3
"gambela","agnewak","donga","urban","f",0
"gambela","agnewak","fedashe","urban","f",7
"gambela","agnewak","gamo","urban","f",2
"gambela","agnewak","gebato","urban","f",1
"gambela","agnewak","gedeo","urban","f",0
"gambela","agnewak","gedicho","urban","f",0
"gambela","agnewak","gidole","urban","f",0
"gambela","agnewak","goffa","urban","f",13
"gambela","agnewak","gumuz","urban","f",2
"gambela","agnewak","guragie","urban","f",458
"gambela","agnewak","guagu","urban","f",0
"gambela","agnewak","hadiya","urban","f",217
"gambela","agnewak","hareri","urban","f",1
"gambela","agnewak","hamer","urban","f",0
"gambela","agnewak","irob","urban","f",1
"gambela","agnewak","kefficho","urban","f",208
"gambela","agnewak","kembata","urban","f",771
"gambela","agnewak","konta","urban","f",1
"gambela","agnewak","komo","urban","f",41
"gambela","agnewak","konso","urban","f",1
"gambela","agnewak","kore","urban","f",0
"gambela","agnewak","koyego","urban","f",2
"gambela","agnewak","kunama","urban","f",0
"gambela","agnewak","karo","urban","f",0
"gambela","agnewak","kusumie","urban","f",1
"gambela","agnewak","malie","urban","f",23
"gambela","agnewak","mao","urban","f",12
"gambela","agnewak","mareko","urban","f",9
"gambela","agnewak","mashola","urban","f",5
"gambela","agnewak","mere","urban","f",3
"gambela","agnewak","me-enite","urban","f",2
"gambela","agnewak","messengo","urban","f",12
"gambela","agnewak","mejenger","urban","f",248
"gambela","agnewak","mossiye","urban","f",0
"gambela","agnewak","mursi","urban","f",1
"gambela","agnewak","murle","urban","f",2
"gambela","agnewak","nao","urban","f",6
"gambela","agnewak","nuwer","urban","f",4941
"gambela","agnewak","nyangatom","urban","f",6
"gambela","agnewak","oromo","urban","f",3684
"gambela","agnewak","oida","urban","f",1
"gambela","agnewak","qebena","urban","f",1
"gambela","agnewak","qechem","urban","f",2
"gambela","agnewak","qewama","urban","f",0
"gambela","agnewak","shekecho","urban","f",21
"gambela","agnewak","sheko","urban","f",2
"gambela","agnewak","shinasha","urban","f",37
"gambela","agnewak","sidama","urban","f",12
"gambela","agnewak","silte","urban","f",24
"gambela","agnewak","somalie","urban","f",5
"gambela","agnewak","surma","urban","f",1
"gambela","agnewak","she","urban","f",0
"gambela","agnewak","tigrie","urban","f",883
"gambela","agnewak","timebaro","urban","f",45
"gambela","agnewak","tsemay","urban","f",0
"gambela","agnewak","upo","urban","f",9
"gambela","agnewak","welaita","urban","f",265
"gambela","agnewak","werji","urban","f",3
"gambela","agnewak","yem","urban","f",10
"gambela","agnewak","zeyese","urban","f",0
"gambela","agnewak","zelmam","urban","f",0
"gambela","agnewak","other.ethiopian.national","urban","f",4
"gambela","agnewak","from.different.parents","urban","f",61
"gambela","agnewak","eritrean","urban","f",0
"gambela","agnewak","djiboutian","urban","f",0
"gambela","agnewak","somalian","urban","f",0
"gambela","agnewak","kenyan","urban","f",0
"gambela","agnewak","sudanese","urban","f",21
"gambela","agnewak","other.foreigners","urban","f",12
"gambela","nuwer","affar","urban","f",2
"gambela","nuwer","agew-awi","urban","f",0
"gambela","nuwer","agew.hamyra","urban","f",5
"gambela","nuwer","alaba","urban","f",4
"gambela","nuwer","amhara","urban","f",208
"gambela","nuwer","anyiwak","urban","f",107
"gambela","nuwer","argoba","urban","f",1
"gambela","nuwer","ari","urban","f",0
"gambela","nuwer","arborie","urban","f",0
"gambela","nuwer","bacha","urban","f",0
"gambela","nuwer","basketo","urban","f",0
"gambela","nuwer","bench","urban","f",0
"gambela","nuwer","berta","urban","f",0
"gambela","nuwer","bodi","urban","f",0
"gambela","nuwer","brayle","urban","f",0
"gambela","nuwer","burji","urban","f",0
"gambela","nuwer","bena","urban","f",0
"gambela","nuwer","chara","urban","f",0
"gambela","nuwer","dasenech","urban","f",0
"gambela","nuwer","dawuro","urban","f",2
"gambela","nuwer","debase-gewada","urban","f",0
"gambela","nuwer","derashe","urban","f",0
"gambela","nuwer","dime","urban","f",0
"gambela","nuwer","dizi","urban","f",0
"gambela","nuwer","donga","urban","f",0
"gambela","nuwer","fedashe","urban","f",0
"gambela","nuwer","gamo","urban","f",0
"gambela","nuwer","gebato","urban","f",1
"gambela","nuwer","gedeo","urban","f",1
"gambela","nuwer","gedicho","urban","f",0
"gambela","nuwer","gidole","urban","f",0
"gambela","nuwer","goffa","urban","f",0
"gambela","nuwer","gumuz","urban","f",0
"gambela","nuwer","guragie","urban","f",48
"gambela","nuwer","guagu","urban","f",0
"gambela","nuwer","hadiya","urban","f",0
"gambela","nuwer","hareri","urban","f",0
"gambela","nuwer","hamer","urban","f",0
"gambela","nuwer","irob","urban","f",1
"gambela","nuwer","kefficho","urban","f",6
"gambela","nuwer","kembata","urban","f",2
"gambela","nuwer","konta","urban","f",1
"gambela","nuwer","komo","urban","f",0
"gambela","nuwer","konso","urban","f",0
"gambela","nuwer","kore","urban","f",1
"gambela","nuwer","koyego","urban","f",0
"gambela","nuwer","kunama","urban","f",0
"gambela","nuwer","karo","urban","f",0
"gambela","nuwer","kusumie","urban","f",0
"gambela","nuwer","malie","urban","f",0
"gambela","nuwer","mao","urban","f",1
"gambela","nuwer","mareko","urban","f",1
"gambela","nuwer","mashola","urban","f",0
"gambela","nuwer","mere","urban","f",0
"gambela","nuwer","me-enite","urban","f",0
"gambela","nuwer","messengo","urban","f",2
"gambela","nuwer","mejenger","urban","f",0
"gambela","nuwer","mossiye","urban","f",0
"gambela","nuwer","mursi","urban","f",0
"gambela","nuwer","murle","urban","f",0
"gambela","nuwer","nao","urban","f",2
"gambela","nuwer","nuwer","urban","f",5125
"gambela","nuwer","nyangatom","urban","f",1
"gambela","nuwer","oromo","urban","f",79
"gambela","nuwer","oida","urban","f",0
"gambela","nuwer","qebena","urban","f",7
"gambela","nuwer","qechem","urban","f",0
"gambela","nuwer","qewama","urban","f",0
"gambela","nuwer","shekecho","urban","f",0
"gambela","nuwer","sheko","urban","f",0
"gambela","nuwer","shinasha","urban","f",1
"gambela","nuwer","sidama","urban","f",1
"gambela","nuwer","silte","urban","f",6
"gambela","nuwer","somalie","urban","f",0
"gambela","nuwer","surma","urban","f",0
"gambela","nuwer","she","urban","f",0
"gambela","nuwer","tigrie","urban","f",25
"gambela","nuwer","timebaro","urban","f",0
"gambela","nuwer","tsemay","urban","f",0
"gambela","nuwer","upo","urban","f",0
"gambela","nuwer","welaita","urban","f",7
"gambela","nuwer","werji","urban","f",2
"gambela","nuwer","yem","urban","f",1
"gambela","nuwer","zeyese","urban","f",0
"gambela","nuwer","zelmam","urban","f",0
"gambela","nuwer","other.ethiopian.national","urban","f",0
"gambela","nuwer","from.different.parents","urban","f",0
"gambela","nuwer","eritrean","urban","f",1
"gambela","nuwer","djiboutian","urban","f",0
"gambela","nuwer","somalian","urban","f",1
"gambela","nuwer","kenyan","urban","f",1
"gambela","nuwer","sudanese","urban","f",0
"gambela","nuwer","other.foreigners","urban","f",1
"gambela","mezhenger","affar","urban","f",0
"gambela","mezhenger","agew-awi","urban","f",1
"gambela","mezhenger","agew.hamyra","urban","f",0
"gambela","mezhenger","alaba","urban","f",0
"gambela","mezhenger","amhara","urban","f",1854
"gambela","mezhenger","anyiwak","urban","f",20
"gambela","mezhenger","argoba","urban","f",1
"gambela","mezhenger","ari","urban","f",0
"gambela","mezhenger","arborie","urban","f",0
"gambela","mezhenger","bacha","urban","f",0
"gambela","mezhenger","basketo","urban","f",0
"gambela","mezhenger","bench","urban","f",6
"gambela","mezhenger","berta","urban","f",0
"gambela","mezhenger","bodi","urban","f",0
"gambela","mezhenger","brayle","urban","f",0
"gambela","mezhenger","burji","urban","f",0
"gambela","mezhenger","bena","urban","f",0
