"region","zone","language","residence","sex","population"
"oromiya","ilu.aba.bora","mashiligna","urban","m",2
"oromiya","ilu.aba.bora","merigna","urban","m",13
"oromiya","ilu.aba.bora","me-enigna","urban","m",1
"oromiya","ilu.aba.bora","messengogna","urban","m",7
"oromiya","ilu.aba.bora","mejengerigna","urban","m",0
"oromiya","ilu.aba.bora","mossigna","urban","m",1
"oromiya","ilu.aba.bora","mursygna","urban","m",0
"oromiya","ilu.aba.bora","murlegna","urban","m",7
"oromiya","ilu.aba.bora","naogna","urban","m",12
"oromiya","ilu.aba.bora","nuwerigna","urban","m",17
"oromiya","ilu.aba.bora","nyangatomigna","urban","m",12
"oromiya","ilu.aba.bora","oromigna","urban","m",48572
"oromiya","ilu.aba.bora","oydigna","urban","m",4
"oromiya","ilu.aba.bora","qebenigna","urban","m",4
"oromiya","ilu.aba.bora","qechemigna","urban","m",0
"oromiya","ilu.aba.bora","qewamigna","urban","m",1
"oromiya","ilu.aba.bora","shekacho","urban","m",185
"oromiya","ilu.aba.bora","shekogna","urban","m",2
"oromiya","ilu.aba.bora","shinashigna","urban","m",4
"oromiya","ilu.aba.bora","sidamigna","urban","m",13
"oromiya","ilu.aba.bora","shitagna","urban","m",486
"oromiya","ilu.aba.bora","somaligna","urban","m",10
"oromiya","ilu.aba.bora","surmagna","urban","m",1
"oromiya","ilu.aba.bora","shegna","urban","m",0
"oromiya","ilu.aba.bora","shetagna","urban","m",0
"oromiya","ilu.aba.bora","tigrigna","urban","m",625
"oromiya","ilu.aba.bora","tembarogna","urban","m",1
"oromiya","ilu.aba.bora","tsemayigna","urban","m",0
"oromiya","ilu.aba.bora","upo","urban","m",0
"oromiya","ilu.aba.bora","welaitigna","urban","m",105
"oromiya","ilu.aba.bora","wergigna","urban","m",0
"oromiya","ilu.aba.bora","yemsagna","urban","m",12
"oromiya","ilu.aba.bora","zeysegna","urban","m",1
"oromiya","ilu.aba.bora","zlmamigna","urban","m",0
"oromiya","ilu.aba.bora","other.ethiopian.languages","urban","m",0
"oromiya","ilu.aba.bora","english","urban","m",1
"oromiya","ilu.aba.bora","other.foreign.languages","urban","m",28
"oromiya","jimma","affarigna","urban","m",8
"oromiya","jimma","agew-awinigigna","urban","m",21
"oromiya","jimma","agew-kamyrnya","urban","m",18
"oromiya","jimma","alabigna","urban","m",23
"oromiya","jimma","amarigna","urban","m",18789
"oromiya","jimma","anyiwakgna","urban","m",52
"oromiya","jimma","argobigna","urban","m",86
"oromiya","jimma","arigna","urban","m",4
"oromiya","jimma","arborigna","urban","m",7
"oromiya","jimma","bachagna","urban","m",0
"oromiya","jimma","basketigna","urban","m",0
"oromiya","jimma","benchigna","urban","m",4
"oromiya","jimma","bertagna","urban","m",5
"oromiya","jimma","bodigna","urban","m",1
"oromiya","jimma","brayligna","urban","m",6
"oromiya","jimma","burjigna","urban","m",0
"oromiya","jimma","benagna","urban","m",3
"oromiya","jimma","charigna","urban","m",28
"oromiya","jimma","dasenechgna","urban","m",0
"oromiya","jimma","dawurogna","urban","m",1259
"oromiya","jimma","debosgna","urban","m",54
"oromiya","jimma","derashigna","urban","m",5
"oromiya","jimma","dimegna","urban","m",0
"oromiya","jimma","dizigna","urban","m",1
"oromiya","jimma","dongigna","urban","m",2
"oromiya","jimma","demegna","urban","m",4
"oromiya","jimma","felashigna","urban","m",3
"oromiya","jimma","fedashigna","urban","m",1
"oromiya","jimma","gamogna","urban","m",7
"oromiya","jimma","gebatogna","urban","m",2
"oromiya","jimma","gedeogna","urban","m",3
"oromiya","jimma","gedichogna","urban","m",4
"oromiya","jimma","gedoligna","urban","m",1
"oromiya","jimma","goffigna","urban","m",11
"oromiya","jimma","gumuzigna","urban","m",6
"oromiya","jimma","guragiegna","urban","m",1794
"oromiya","jimma","guagugna","urban","m",16
"oromiya","jimma","hadiyigna","urban","m",122
"oromiya","jimma","hareriegna","urban","m",7
"oromiya","jimma","hamerigna","urban","m",4
"oromiya","jimma","irobigna","urban","m",5
"oromiya","jimma","keffagna","urban","m",651
"oromiya","jimma","kembatigna","urban","m",63
"oromiya","jimma","kontigna","urban","m",24
"oromiya","jimma","komigna","urban","m",4
"oromiya","jimma","konsogna","urban","m",5
"oromiya","jimma","koregna","urban","m",3
"oromiya","jimma","koygogna","urban","m",0
"oromiya","jimma","koyrigna","urban","m",4
"oromiya","jimma","kunamigna","urban","m",5
"oromiya","jimma","karogna","urban","m",0
"oromiya","jimma","kusumegna","urban","m",0
"oromiya","jimma","maliegna","urban","m",19
"oromiya","jimma","maogna","urban","m",60
"oromiya","jimma","marekogna","urban","m",20
"oromiya","jimma","mashiligna","urban","m",8
"oromiya","jimma","merigna","urban","m",16
"oromiya","jimma","me-enigna","urban","m",1
"oromiya","jimma","messengogna","urban","m",18
"oromiya","jimma","mejengerigna","urban","m",0
"oromiya","jimma","mossigna","urban","m",0
"oromiya","jimma","mursygna","urban","m",2
"oromiya","jimma","murlegna","urban","m",0
"oromiya","jimma","naogna","urban","m",53
"oromiya","jimma","nuwerigna","urban","m",17
"oromiya","jimma","nyangatomigna","urban","m",54
"oromiya","jimma","oromigna","urban","m",42785
"oromiya","jimma","oydigna","urban","m",24
"oromiya","jimma","qebenigna","urban","m",14
"oromiya","jimma","qechemigna","urban","m",0
"oromiya","jimma","qewamigna","urban","m",0
"oromiya","jimma","shekacho","urban","m",2
"oromiya","jimma","shekogna","urban","m",2
"oromiya","jimma","shinashigna","urban","m",0
"oromiya","jimma","sidamigna","urban","m",2
"oromiya","jimma","shitagna","urban","m",1436
"oromiya","jimma","somaligna","urban","m",4
"oromiya","jimma","surmagna","urban","m",1
"oromiya","jimma","shegna","urban","m",0
"oromiya","jimma","shetagna","urban","m",0
"oromiya","jimma","tigrigna","urban","m",252
"oromiya","jimma","tembarogna","urban","m",3
"oromiya","jimma","tsemayigna","urban","m",1
"oromiya","jimma","upo","urban","m",3
"oromiya","jimma","welaitigna","urban","m",81
"oromiya","jimma","wergigna","urban","m",13
"oromiya","jimma","yemsagna","urban","m",1418
"oromiya","jimma","zeysegna","urban","m",2
"oromiya","jimma","zlmamigna","urban","m",1
"oromiya","jimma","other.ethiopian.languages","urban","m",0
"oromiya","jimma","english","urban","m",1
"oromiya","jimma","other.foreign.languages","urban","m",4
"oromiya","west.shewa","affarigna","urban","m",14
"oromiya","west.shewa","agew-awinigigna","urban","m",7
"oromiya","west.shewa","agew-kamyrnya","urban","m",13
"oromiya","west.shewa","alabigna","urban","m",13
"oromiya","west.shewa","amarigna","urban","m",20840
"oromiya","west.shewa","anyiwakgna","urban","m",49
"oromiya","west.shewa","argobigna","urban","m",46
"oromiya","west.shewa","arigna","urban","m",7
"oromiya","west.shewa","arborigna","urban","m",1
"oromiya","west.shewa","bachagna","urban","m",0
"oromiya","west.shewa","basketigna","urban","m",0
"oromiya","west.shewa","benchigna","urban","m",1
"oromiya","west.shewa","bertagna","urban","m",3
"oromiya","west.shewa","bodigna","urban","m",1
"oromiya","west.shewa","brayligna","urban","m",5
"oromiya","west.shewa","burjigna","urban","m",1
"oromiya","west.shewa","benagna","urban","m",8
"oromiya","west.shewa","charigna","urban","m",0
"oromiya","west.shewa","dasenechgna","urban","m",0
"oromiya","west.shewa","dawurogna","urban","m",4
"oromiya","west.shewa","debosgna","urban","m",0
"oromiya","west.shewa","derashigna","urban","m",4
"oromiya","west.shewa","dimegna","urban","m",0
"oromiya","west.shewa","dizigna","urban","m",0
"oromiya","west.shewa","dongigna","urban","m",1
"oromiya","west.shewa","demegna","urban","m",0
"oromiya","west.shewa","felashigna","urban","m",7
"oromiya","west.shewa","fedashigna","urban","m",1
"oromiya","west.shewa","gamogna","urban","m",25
"oromiya","west.shewa","gebatogna","urban","m",0
"oromiya","west.shewa","gedeogna","urban","m",12
"oromiya","west.shewa","gedichogna","urban","m",0
"oromiya","west.shewa","gedoligna","urban","m",1
"oromiya","west.shewa","goffigna","urban","m",9
"oromiya","west.shewa","gumuzigna","urban","m",7
"oromiya","west.shewa","guragiegna","urban","m",1995
"oromiya","west.shewa","guagugna","urban","m",13
"oromiya","west.shewa","hadiyigna","urban","m",29
"oromiya","west.shewa","hareriegna","urban","m",3
"oromiya","west.shewa","hamerigna","urban","m",1
"oromiya","west.shewa","irobigna","urban","m",2
"oromiya","west.shewa","keffagna","urban","m",17
"oromiya","west.shewa","kembatigna","urban","m",35
"oromiya","west.shewa","kontigna","urban","m",0
"oromiya","west.shewa","komigna","urban","m",2
"oromiya","west.shewa","konsogna","urban","m",0
"oromiya","west.shewa","koregna","urban","m",5
"oromiya","west.shewa","koygogna","urban","m",2
"oromiya","west.shewa","koyrigna","urban","m",0
"oromiya","west.shewa","kunamigna","urban","m",3
"oromiya","west.shewa","karogna","urban","m",1
"oromiya","west.shewa","kusumegna","urban","m",0
"oromiya","west.shewa","maliegna","urban","m",31
"oromiya","west.shewa","maogna","urban","m",13
"oromiya","west.shewa","marekogna","urban","m",8
"oromiya","west.shewa","mashiligna","urban","m",7
"oromiya","west.shewa","merigna","urban","m",19
"oromiya","west.shewa","me-enigna","urban","m",3
"oromiya","west.shewa","messengogna","urban","m",12
"oromiya","west.shewa","mejengerigna","urban","m",0
"oromiya","west.shewa","mossigna","urban","m",3
"oromiya","west.shewa","mursygna","urban","m",2
"oromiya","west.shewa","murlegna","urban","m",3
"oromiya","west.shewa","naogna","urban","m",3
"oromiya","west.shewa","nuwerigna","urban","m",10
"oromiya","west.shewa","nyangatomigna","urban","m",24
"oromiya","west.shewa","oromigna","urban","m",99317
"oromiya","west.shewa","oydigna","urban","m",22
"oromiya","west.shewa","qebenigna","urban","m",6
"oromiya","west.shewa","qechemigna","urban","m",1
"oromiya","west.shewa","qewamigna","urban","m",0
"oromiya","west.shewa","shekacho","urban","m",1
"oromiya","west.shewa","shekogna","urban","m",0
"oromiya","west.shewa","shinashigna","urban","m",1
"oromiya","west.shewa","sidamigna","urban","m",33
"oromiya","west.shewa","shitagna","urban","m",132
"oromiya","west.shewa","somaligna","urban","m",23
"oromiya","west.shewa","surmagna","urban","m",1
"oromiya","west.shewa","shegna","urban","m",0
"oromiya","west.shewa","shetagna","urban","m",0
